,Target,features
2565,1.0,"(122.34414386749268, 62.79170103529793, 523306, 35212, 0.005303764008540006, 816.2682728105871, -0.5703853840982188, -0.7734796394902457, -0.34166134097453066, 0.4839258602204274, 0.6875627766346909)"
2566,1.0,"(91.78477668762207, 48.418023258951266, 509180, 50429, 0.0025160570733255617, 805.1758263809527, 0.5493280392524127, 1.2942734966329812, 3.7261117729983226, 7.297053751813502, 5.103881389781724)"
2567,0.0,"(108.83490180969238, 50.65183144683646, 532606, 48165, 0.002885046314420594, 823.4895390733365, -0.5055807747621166, -0.4900907811628178, 0.10447409586044326, 0.005973498963112102, -0.736512182724814)"
2568,0.0,"(148.28704452514648, 55.59699669968735, 532997, 45042, 0.0033014087356226826, 823.7917562255691, 0.6044320740587632, 1.7843619043777745, 2.979380865483568, -7.248479755667632, 4.588860198902145)"
2569,0.0,"(107.0045862197876, 49.739655429865095, 532594, 45723, 0.003201376096905008, 823.4802621123831, -0.38384574706125657, 0.010381035652008309, -1.3177949906911652, -2.495822569962336, -1.2276440757816272)"
2570,1.0,"(151.503436088562, 61.537764914849426, 521455, 36912, 0.004809407161502782, 814.8233715351286, -0.7337118652174606, -1.138213140431795, -0.6063157517962233, -1.3984358608102985, -0.9452017900027317)"
2571,0.0,"(109.59452533721924, 50.84297110114775, 530579, 89912, 0.0008247543303569624, 821.9210207836504, -0.18165130799321774, 0.2735395131327627, 1.0441797888019047, -2.233872936712066, -1.1956857055319394)"
2572,1.0,"(111.83479595184326, 79.66258514981527, 522662, 29407, 0.007595027433701395, 815.7658530058546, -0.8753285003300602, -1.3127818527971493, -2.40523922202011, -4.8975970933128306, -3.0222213736248857)"
2573,1.0,"(54.77834987640381, 70.11697997161494, 303488, 32830, 0.0035384219642374793, 621.6212053594899, 0.7482757707604007, 2.3562202841824007, 5.378632276244852, -10.006674333890668, -6.630980486663037)"
2574,0.0,"(101.06657791137695, 48.37737102821983, 531461, 76272, 0.0011480240738152776, 822.6038911192278, -0.30793306465743014, 0.41886947569261673, -0.07776617364356682, -0.26795772304158827, 0.5332342963403619)"
2575,0.0,"(144.80004405975342, 63.23195484593125, 527501, 32589, 0.006241530294466393, 819.5334850311749, -0.9042760766231415, -1.6935030391101011, -2.2240493061610014, -4.506266078597719, -3.019769680264647)"
2576,1.0,"(108.94336414337158, 62.249331946150114, 519272, 33161, 0.005934027192646096, 813.1160094806382, -0.9809182975905474, -1.4711040656484202, -2.0704121137762885, -4.350358276643706, -2.801142958405617)"
2577,0.0,"(116.24589157104492, 52.36733401240552, 531937, 28511, 0.008223281616374064, 822.9721889029959, -0.685947124094207, -0.22795665751929456, -1.5629397186690306, -3.1856253823973266, -1.5257841889375672)"
2578,1.0,"(124.11775302886963, 67.21199616521457, 523455, 42651, 0.0036160196368370035, 816.3844718570684, 0.31216639565297877, 3.3546406921336827, 0.8977510011941158, 2.0016256562270405, 2.8686047809057973)"
2579,1.0,"(101.15284824371338, 40.30084636776145, 520107, 53528, 0.0022810800652913344, 813.7695004690033, -0.8245383437820142, -1.3243222806866501, -2.5032729237300613, -5.130002563958733, -3.0354216081587015)"
2580,1.0,"(121.7615385055542, 60.33280107363549, 520993, 36117, 0.005019014078400205, 814.4623319283751, 0.5549409266267709, 1.3147605307009498, 3.3275218899516754, 6.531897604991302, 4.000078442185515)"
2581,0.0,"(110.31142997741699, 60.003188017148005, 527526, 35041, 0.005398843647335846, 819.5529049890321, -0.6969233475967023, -1.077031221994543, -1.4266188165008233, -2.9507048302610643, -1.9102688628151376)"
2582,1.0,"(127.200270652771, 66.04946218125235, 525942, 28840, 0.007946158168624266, 818.3215459934445, -1.0205012752189504, -1.6623331313583865, -1.4167021949540695, -3.165394497928312, -2.0777596678428267)"
2583,1.0,"(105.08165645599365, 75.391495484883, 515897, 26935, 0.008935912482054635, 810.4692846803241, -0.2384361333725074, -0.24166473665153393, 0.2615857103841352, -0.3010357550719907, -0.22998320930778757)"
2584,0.0,"(108.45289897918701, 61.131706694643874, 528255, 39147, 0.0043316814243085375, 820.1189887474094, -0.4541316237382466, -0.22522472221109668, -0.6670529098782657, -1.185079166024591, -0.20621907556598362)"
2585,0.0,"(107.4577808380127, 47.65656705114437, 522815, 94059, 0.0007426038372543468, 815.8852447377108, -0.7027867431874454, -1.1578240361524403, -1.8057331979667455, -3.7203015746940045, -2.319471116386967)"
2586,0.0,"(108.7258243560791, 72.0349971311119, 515065, 32020, 0.006312904918971344, 809.8154889288155, -0.9143477358892806, -1.6069064163343176, -1.8261983163591553, -3.556796929349432, -1.7247090118701454)"
2587,1.0,"(164.34143924713135, 63.797857065098455, 520881, 39751, 0.004142402194129147, 814.3747830705444, -1.037813397024636, -1.7062489082769339, -2.467821868538283, -5.125610474534888, -3.3180244773667975)"
2588,1.0,"(160.4200677871704, 70.20705343552085, 524560, 29109, 0.0077794780986318755, 817.2457008674178, -1.038208836159465, -1.2016095484411677, -1.295863194029268, 2.840477949829992, 1.457169035402966)"
2589,1.0,"(114.14157104492188, 65.99820115832493, 528321, 32223, 0.006394046569499127, 820.170219840995, -1.0138691191578861, -1.69467798004504, -2.3358462960716153, -4.744485984257582, -3.1828720020536254)"
2590,0.0,"(111.8086109161377, 62.079148923438204, 518453, 69985, 0.0013301766562887377, 812.4745298694472, -0.5155298820227034, -0.8493743313363857, -0.5409153849800615, -1.1649934482570006, -0.9255672887941212)"
2591,0.0,"(104.53962516784668, 62.12859249338608, 515810, 38597, 0.004351034448583577, 810.4009437123357, -1.1305310722688755, -2.1165350183613274, -2.6411922161627164, -5.466890192909364, -3.530424721303031)"
2592,0.0,"(92.9579610824585, 45.80013034129935, 525430, 40290, 0.004067524663059744, 817.9231345243858, -1.082103208917765, -1.8126921629511492, -2.4474217317621103, -5.140912555469992, -3.3287533155594398)"
2593,1.0,"(104.64675426483154, 38.55247398153286, 523324, 55256, 0.002153880628158384, 816.2823111577172, 0.5724047632806392, 1.488369802189802, 3.690977048538766, 7.723018402946498, -4.526305913780783)"
2594,1.0,"(106.53003215789795, 35.104721300878325, 527678, 57807, 0.001984348691002854, 819.6709684298702, -0.56625414163804, -0.5903409615963102, -0.5302228987097484, 0.7815312341709102, -0.8204887976701616)"
2595,0.0,"(116.68245506286621, 49.14265706055879, 525422, 31274, 0.006750738007553436, 817.9169078053337, -1.0177091201928803, -1.906624131701712, -2.736205849314851, -5.577437810453223, -3.6582411858667663)"
2596,0.0,"(151.56042098999023, 48.491629438281386, 528298, 53318, 0.002335291668644835, 820.1523669443972, -0.4778582527242544, 0.49609495928709235, 0.24428835011828082, 0.8646209872962052, 0.6863202009856344)"
2597,0.0,"(133.24294185638428, 53.696651804582274, 523744, 47126, 0.0029635193476956357, 816.6098040788961, -0.5885931796801619, 1.1285165535068602, -0.9631794920106626, 1.4554937705454405, 0.39892116507975256)"
2598,0.0,"(134.5588722229004, 64.03356053440902, 529257, 55899, 0.0021284742347646305, 820.8964257005252, 0.4851150902092739, 1.2714615068275594, 3.2424699505287955, 6.020397074178995, 3.894459783756049)"
2599,1.0,"(125.40371227264404, 63.88724981380731, 529405, 38332, 0.004527671856447526, 821.0111943088954, -0.27841899262039965, -0.10933260317701521, -0.981508946808226, -1.9696784807304357, -1.0133867844636897)"
2600,1.0,"(108.64649295806885, 68.50922769752931, 517080, 38673, 0.004344620808451531, 811.3979934604583, -0.7562857821268243, -0.918888028887607, -2.1104284159695985, -4.267309805946256, -2.5477059718301893)"
2601,1.0,"(175.23077011108398, 48.20589299097354, 525312, 35325, 0.005290087369017747, 817.8312856108635, -0.9840305187148372, -1.4292869388292697, -1.1214587432955692, -2.4033603351254023, 1.5017566656874815)"
2602,1.0,"(151.13515186309814, 68.72525687284825, 530544, 25322, 0.010397651631746664, 821.8939110505517, -0.8672538676178289, -1.3965296103234044, -1.2003677362491345, -2.775647893377918, -1.8550978377286809)"
2603,1.0,"(97.95926094055176, 43.355220932026995, 521125, 57398, 0.00198773393575515, 814.5655024306589, -0.5345648788112796, -0.6463532553826441, -0.5980716839263813, 0.8961728577862826, -0.9143542290891351)"
2604,1.0,"(125.95168876647949, 63.019370496892776, 525189, 34811, 0.0054461862179842595, 817.7355338126841, -0.5290726399767888, -0.7233933293770592, -1.6162729110406593, -3.223789070291759, -1.9728190487695332)"
2605,0.0,"(98.64631748199463, 66.29597105526402, 513271, 43058, 0.0034789555856867232, 808.4039425718814, -1.0549540279299734, -1.6224123915230244, -2.5320717833422077, -5.1651668066608565, -2.9730965003252643)"
2606,1.0,"(95.85341262817383, 70.63435296671994, 517586, 38113, 0.004477608465870023, 811.7949020542651, -0.9946291788417649, -1.433741908646797, -1.9574543283109846, -4.016958447810466, -2.216207642260794)"
2607,1.0,"(122.7187385559082, 74.51770028959649, 526807, 37219, 0.004778944648864074, 818.9942031805211, -1.0167177595602754, -1.681479585851063, -2.3211429756847863, -4.872205071697768, -2.8596317481196603)"
2608,0.0,"(116.12040138244629, 54.6824484040811, 529409, 53157, 0.0023544000503143833, 821.0142959405139, 0.6015788933909275, 1.7212158851560333, 3.2070713702349893, 7.449077345238442, -4.262729729735659)"
2609,0.0,"(151.0198268890381, 57.800961338276856, 526964, 34876, 0.0054442426448223, 819.1162331756221, -0.8912490185178652, -1.4282685834889621, -1.6828083478233213, -3.1644992284489515, 1.8462041688147415)"
2610,0.0,"(109.62772750854492, 51.19989077213043, 532512, 47404, 0.002977894338253421, 823.416866748557, -0.6843612626398138, -0.9643637094547679, -1.496789152751775, -3.146581328303623, -1.9630597462861774)"
2611,1.0,"(105.77949523925781, 36.990725769633265, 519471, 56573, 0.0020396363942589667, 813.2717993039718, -0.6251815395375979, -0.5189619781112368, -0.49255844925728354, 0.8475865946143252, -0.28808709687968886)"
2612,1.0,"(102.14593315124512, 70.46235522175189, 523631, 37580, 0.004659310597684321, 816.5217058040882, -0.919273711497547, -1.6308999882559188, -1.2272407197514092, -2.5308896410355173, -1.9913256362157548)"
2613,0.0,"(115.75254249572754, 41.73956346808277, 532610, 46374, 0.0031122183921627974, 823.4926313704301, -0.6741434639977476, 0.7088470604205854, -1.0750135660453073, 2.1077172044660677, 0.36566643913197916)"
2614,0.0,"(108.01101303100586, 59.74669558929672, 523095, 45420, 0.003186369769677545, 816.1036941793855, -0.668880908143499, -0.8641262951990132, -0.8289882000715003, 1.8869405981170417, 1.211765194079053)"
2615,1.0,"(120.65869140625, 76.27325621199189, 510844, 28588, 0.00785471829634808, 806.4904103525903, -0.6352058414769499, -0.43420398766543084, -2.0091675796274227, -3.8717220801497523, -2.2262695733626487)"
2616,1.0,"(177.11578750610352, 52.59364093089043, 525343, 36828, 0.004867394475931904, 817.8554164091626, -0.9625644017984244, -1.6239704025372426, 0.6264175096489536, -0.4014906977732739, 0.03444943901591781)"
2617,1.0,"(123.06599617004395, 67.82868572343799, 526599, 37226, 0.004775261378096055, 818.8325048616426, -0.8390853149351722, -1.3285370045142089, -1.3520722535297947, -2.9457337782684867, -2.0075088593561077)"
2618,0.0,"(118.21883296966553, 44.600093280051894, 527383, 78687, 0.001070360354518728, 819.4418166173023, -0.7418069734433088, -1.1987502114676145, -0.1556923461383037, -0.7003788893028626, 0.17651239356225482)"
2619,1.0,"(120.29343128204346, 72.11816797406574, 526311, 35906, 0.005130010545534714, 818.608562152332, -0.6668002090392994, -0.938975146737945, -1.8669486719689103, -3.7599542254941767, -2.2991391953535016)"
2620,0.0,"(158.10597133636475, 47.50206641240966, 532586, 28513, 0.00823215960420733, 823.474077413686, -1.0285607947419737, -1.555774783404472, -0.9423560818480803, 2.2427740655385113, -1.6830467718115658)"
2621,0.0,"(136.41616821289062, 40.24370896417553, 531706, 44314, 0.00340251084720506, 822.7934767442887, -0.7649863931445964, -1.0039282036370447, -0.6202663819853835, -1.6447060889794018, 0.7343425719533654)"
2622,1.0,"(167.69990158081055, 52.94092466975215, 531725, 49860, 0.0026877718160066523, 822.8081774777792, -0.697207248255837, -0.8347486128828834, -0.26179825958899344, 1.1727318848947752, 0.3040237415340914)"
2623,0.0,"(116.97339057922363, 57.983414182102614, 524153, 64704, 0.0015732787642805941, 816.9285936307834, 0.4989485467845048, 1.283793167891476, 3.220953351305302, -6.249955715736747, -3.8628574071740744)"
2624,1.0,"(138.96860885620117, 67.28266133976264, 527633, 29539, 0.007598891375349282, 819.6360172096197, -0.8261786712078703, -1.2542546209386636, -1.2822331936151685, -2.8043173420630407, -1.548150599152926)"
2625,0.0,"(111.60701274871826, 41.661951062619735, 532946, 43736, 0.003501184113761978, 823.752342884939, -0.6555566197522339, -0.09511665920399667, -1.1224695392494395, -2.0889651901081763, -0.7422901788610388)"
2626,0.0,"(132.91298007965088, 45.887721578751766, 532851, 68400, 0.0014312102758609272, 823.6789208494267, 0.23921144942606823, 1.2826352000650314, 1.1495436983088059, 2.694307303458762, 1.9430191531193777)"
2627,0.0,"(110.07187557220459, 52.30925214662903, 530660, 41969, 0.0037858985668000355, 821.983757022705, -0.8422841962181643, -1.406976347616414, -0.6413883169420345, -1.2617430804621315, -1.3193587473490538)"
2628,0.0,"(136.46359634399414, 48.52057426036962, 534050, 49459, 0.0027434757199318576, 824.6051048021797, -0.5320261828881404, -0.6831351918397147, -1.2650186443659779, -2.553082257027231, -1.5644294897146311)"
2629,0.0,"(94.48049068450928, 50.775239830802434, 517982, 81224, 0.0009866333375551663, 812.1053908582364, 0.10553291536430474, 0.49627444394983844, 0.98295251229216, 2.261656219793636, 1.233694980852391)"
2630,0.0,"(75.6366491317749, 68.4111146548996, 457002, 59692, 0.0016117426711871354, 762.8060162472887, -0.300548142207022, 0.7137449562629945, -0.9424574048718496, 1.0739096383734088, -0.3761214048294141)"
2631,0.0,"(120.7197847366333, 55.98311847755342, 530690, 20491, 0.015882704706417266, 822.0069914517172, -1.0689829593982425, -1.7405512531051825, -1.8493884136505148, -3.2747511212981335, 2.2276476322651866)"
2632,0.0,"(150.35720443725586, 50.05227530939856, 533350, 41377, 0.003914751189310141, 824.0645066889479, -0.8930722737185999, -1.2980355203050369, -1.3044771192529034, 2.3031331950214358, -1.9241513603581617)"
2633,1.0,"(152.42727184295654, 59.518472125618516, 529055, 58895, 0.0019166986411782451, 820.7397561589553, -0.6694407101400094, -0.32295172300592173, -2.2209015406946193, -3.886163990984957, -2.3281220492646924)"
2634,0.0,"(119.47871398925781, 41.302692731220255, 532369, 43371, 0.0035565076810441625, 823.3062997397225, -0.6843709595211354, -0.6508990133811113, -1.3461072077805456, -2.718199174990839, -1.6341910776019608)"
2635,0.0,"(104.0435905456543, 64.97034936829562, 513499, 42841, 0.003515849423978919, 808.583473107113, -0.608947150378731, -0.9172985797438797, -1.0238481539600361, -2.0305305644740366, -0.5411534419360092)"
2636,1.0,"(132.4551706314087, 64.94600747845799, 525877, 39056, 0.00433229993908011, 818.2709771626347, -1.0393859376164267, -0.7768743619767142, -1.8728601692409577, -4.109913528188192, -1.6650362318814762)"
2637,1.0,"(114.54143142700195, 68.49251899836962, 517847, 34380, 0.0055055357105678, 811.9995557403155, -0.908189874475821, -1.7645549950145005, -1.12733024825023, -2.256801888018941, -1.9760877750781556)"
2638,1.0,"(172.49465370178223, 58.04186152193213, 526697, 26207, 0.009636872015921224, 818.9086936242502, -1.147797050934365, -2.082263409321196, -2.2745077717646294, -4.778577785639446, -3.1927780546439646)"
2639,1.0,"(78.45048809051514, 65.58490087195138, 502192, 39198, 0.004107256607255604, 799.631611087031, -1.256766787006956, -2.096168181834704, -2.0674244244964117, 4.585058115200305, -3.0357513080030953)"
2640,1.0,"(129.58382034301758, 67.73678685849565, 522266, 31998, 0.006409969302450922, 815.4567579403916, -0.32829970618582666, -0.29993601189388647, -0.45032053725467847, -0.2004006611979644, -0.290443130715838)"
2641,0.0,"(104.28087615966797, 47.84022600042279, 530747, 68085, 0.0014387804513954143, 822.0511350576395, 0.3748512393270229, 1.7047197823582088, 1.761939131388437, -3.7345142112529004, -2.6802919855672056)"
2642,1.0,"(114.1538028717041, 72.05601232458336, 523842, 41914, 0.003747071340926504, 816.6862001975771, -0.05359251767485017, 0.2658336525817731, -0.5175346802491367, -1.065281738607458, -0.33346677141367254)"
2643,0.0,"(111.72928810119629, 58.05244377751344, 526007, 40975, 0.003936982308665108, 818.372111699506, -0.6440256940364196, -0.8533493630779259, -1.4584562092116735, -2.3246234689317014, -1.852486497968449)"
2644,1.0,"(110.0370569229126, 31.26625280904859, 536526, 54636, 0.002258618307229723, 826.5144402722665, -0.6497898257925488, -1.012087527717589, -0.41556487216898175, -0.12770415269097793, -0.7047785980721073)"
2645,0.0,"(113.38742256164551, 61.47687038729897, 522359, 24990, 0.01051105802504442, 815.5293589738599, -1.0952728941420495, -1.9601946262510233, -1.4244684129954848, -2.944546538623891, -1.4498767805876784)"
2646,0.0,"(121.17908763885498, 46.97945830376698, 525948, 41159, 0.003901423025932984, 818.3262137279786, -0.8998232240927402, -1.5719076428935481, -2.476530966884735, -5.082654800146545, -3.1536901679226124)"
2647,1.0,"(120.49068260192871, 72.83447915544313, 522842, 29630, 0.007483711351866835, 815.906312053303, -0.8090745514359932, -1.2420076824703692, -0.903979922657644, 1.929323361665019, 1.1474148753748485)"
2648,1.0,"(127.45678234100342, 69.05165299036626, 534148, 40737, 0.004044765840949547, 824.6807602589002, -0.5390564352139787, -0.14279012053781046, -0.6752848667720864, 1.4609976308042765, -0.6470575874985459)"
2649,0.0,"(125.61959552764893, 50.51586243925312, 531986, 60188, 0.0018453988378036403, 823.01009255384, -0.3547270093128357, 0.10705185189868978, -0.3545099096314164, 0.700282135269975, 0.29912234460900083)"
2650,1.0,"(168.87695503234863, 59.398104077501735, 528631, 37875, 0.004630812623068713, 820.4108079327659, 0.4495765380861072, 1.8609703827632862, 1.9621181857234806, -5.202553618726541, -2.8993818914328906)"
2651,1.0,"(99.45874881744385, 64.93493243166948, 523088, 43471, 0.0034784467526527336, 816.0982336559899, 0.5378086364508154, 1.2669106196777622, 2.9972194364047713, 5.858467953361766, 3.631086506216376)"
2652,1.0,"(120.62909126281738, 69.12255559775113, 523990, 37199, 0.004758502837084229, 816.8015603840249, -1.1940304011418563, -2.140057044701268, -3.366789661105785, -6.857486046644533, -4.396020381575751)"
2653,0.0,"(101.59605026245117, 58.80091405049217, 522905, 67529, 0.0014409603192546442, 815.9554670076917, -0.5539234570455448, -0.9617846695346194, -0.6139247563325428, -1.2659310918096816, -1.0780092665177392)"
2654,0.0,"(121.64590167999268, 44.838812224830264, 532113, 51786, 0.002493383029755738, 823.1083245039268, -0.6479158473609236, -0.9493755646629868, -0.5286700370121094, -1.4057950171401445, -0.36456040754316865)"
2655,0.0,"(112.0604829788208, 56.417650258324805, 529569, 56417, 0.002090799757940564, 821.1383515984718, -0.7114573192160714, -1.2630106700630335, -0.9424907842399801, -2.0476907051341886, -1.4165120916229952)"
2656,0.0,"(117.10223293304443, 50.745604862497096, 531134, 64138, 0.0016224941538998756, 822.3507842480396, -0.7041427060225125, -1.0965584036721998, -1.0456425141091354, -2.286076058133514, -1.5629322793666092)"
2657,1.0,"(103.12632369995117, 75.35796813577144, 502588, 39353, 0.004078179036765066, 799.9468209258388, -0.6015065450897635, -0.7241089800604468, -1.2613199171992016, -2.6075627275643782, -1.5615047595863223)"
2658,1.0,"(108.76790237426758, 69.66883474184917, 523101, 31093, 0.006799393262474652, 816.1083745989305, 0.6162450427250854, 1.5194205721731406, 4.155139549277878, 8.069858065204413, 5.8272083071759715)"
2659,0.0,"(137.52786540985107, 43.85504361446107, 530991, 51203, 0.002545107963110715, 822.2400738826033, 0.5571092452757069, 1.862257562494655, 3.199480330824399, 5.829594061647751, -4.532500084207218)"
2660,0.0,"(122.7484712600708, 46.652130548590556, 531328, 57052, 0.0020513077459931787, 822.5009549082873, -0.3351615263433944, -0.3566814416062646, 0.8318057682874402, 2.040213768111035, -0.8902703514789545)"
2661,1.0,"(105.17034149169922, 63.71474828709826, 518651, 35477, 0.0051783488910140535, 812.6296592645612, 0.5595814647628274, 1.330307044220364, 4.360635375322212, -8.552407530491887, -5.377072732968875)"
2662,1.0,"(147.3336820602417, 57.810791556608415, 522932, 43311, 0.0035031494082856376, 815.9765325102483, -1.2168584488124705, -2.2365309056373857, -3.2981311399582522, -6.7450622962989275, -4.336859679636981)"
2663,0.0,"(114.44052791595459, 48.92757221784946, 524008, 79307, 0.0010469470987343064, 816.8155895657129, -0.8076986052319524, -1.511713995976145, -2.0637105748845412, -4.071008345105246, -2.776071930957795)"
2664,1.0,"(179.19370365142822, 44.41929789417938, 528054, 45686, 0.0031792298683763574, 819.9629470625985, -0.740003814113545, -0.5215863936505641, -0.49092858077327933, -1.001635603390113, 0.444284882624505)"
2665,0.0,"(104.56757640838623, 63.442798860006505, 521732, 69712, 0.0013490941325575159, 815.0397623145548, -0.976018597023218, -1.5578775753782952, -1.639693567883999, 3.4293241439685316, 2.4177079232894707)"
2666,1.0,"(108.63295078277588, 70.48095350788732, 511511, 40964, 0.003830541101887554, 807.0167487524827, -0.6746285998682459, -0.9795020644976309, -1.7067006191374448, -3.4835423270200456, -2.1956363941697243)"
2667,1.0,"(110.88320255279541, 30.13734538743667, 523185, 54698, 0.002197466455468951, 816.1738976543332, -0.5835648196205662, -0.8681128521095183, -0.4519158049554497, -1.004082688992957, -0.8491822832323379)"
2668,0.0,"(123.17130279541016, 67.58228674912768, 526140, 73051, 0.0012389644742010577, 818.4755671777616, -0.5255105027924559, -0.9737791620887184, -0.9919634790043834, -2.0745001415561695, -1.4676327196303511)"
2669,0.0,"(121.689528465271, 45.643437504242044, 531961, 44733, 0.003340670237607036, 822.9907541745908, -0.26344846977437597, 1.1189756252215162, -0.2916643117893182, -0.5249860965718114, 0.3272862381417463)"
2670,0.0,"(115.54882049560547, 54.67869612782494, 526058, 59633, 0.001858960565110126, 818.4117841430989, -0.5027393496639845, -0.7367765594324177, -1.206692805846397, -2.574866900058226, -1.552453233463698)"
2671,1.0,"(138.10780143737793, 53.90058558983834, 520941, 44332, 0.0033309165645239373, 814.4216854147982, -0.6216117538680085, -0.1742535662824856, -0.2236718083224165, 0.03603594564293141, 0.3135578445517828)"
2672,1.0,"(134.73014068603516, 58.28807524900672, 526007, 42025, 0.003742707982874546, 818.372111699506, -1.023749462392504, -1.9017249807049825, -2.9855776323708163, -6.007084027201099, -3.917560223904398)"
2673,0.0,"(114.0262861251831, 61.54736853579068, 519393, 41106, 0.003862740387451003, 813.2107395126004, -0.9628627740779249, -1.6391083416884866, -2.7686524430128623, -5.682665185550732, -3.382594148680109)"
2674,0.0,"(111.23519611358643, 53.47148968684911, 532587, 35586, 0.005284964527188299, 823.4748505035634, -0.8849531725620138, -1.3904183104676067, -1.9527606941120832, -3.599173947883177, -2.5430840206854044)"
2675,1.0,"(111.78251266479492, 30.741638621966242, 521114, 63100, 0.0016446893734773536, 814.5569053879045, 0.5940766074929551, 1.5322397720660943, 4.276951637569989, 8.351822738029258, 8.070357251464939)"
2676,0.0,"(136.2909116744995, 61.59669948527969, 522360, 39385, 0.004231731240371594, 815.5301395950119, -0.7996235174818351, -1.4191067179963608, -1.2875409853555417, -2.7087356485889997, -1.9244290348962345)"
2677,1.0,"(126.96018123626709, 63.81782886434863, 520912, 34185, 0.0056014834574404275, 814.3990162856799, -0.8122235489527769, -1.1778142477673579, -2.141517476250891, -4.292243651591203, -2.7302551816037623)"
2678,1.0,"(106.55960178375244, 75.24719209639336, 520160, 36015, 0.005039413301336135, 813.8109618267883, -1.0384683218746744, -1.728455840191414, -1.5479862783472347, -3.3106710076264063, -1.7094174819321886)"
2679,0.0,"(120.19823455810547, 51.012654138698274, 529268, 60974, 0.0017889414553325831, 820.9049563517631, 0.32401490368212155, 1.0483245573574318, 1.428852411296999, 2.95460167265376, 2.1100881122009496)"
2680,0.0,"(158.3943920135498, 53.98153718090699, 525554, 20194, 0.01619505793765543, 818.019642608748, -1.1208018301440519, -1.7209646749204994, -2.6921576594967043, -5.209056726665346, 2.1123064769160176)"
2681,1.0,"(123.4363431930542, 67.30515923649618, 521321, 40569, 0.0039803978058451555, 814.7186708925234, -0.46093862874775837, -0.6331280310070748, -1.23559522750857, -2.5072784463511235, -1.528863473679643)"
2682,1.0,"(133.3352918624878, 66.50673011498414, 524523, 35377, 0.005266625011874159, 817.2168780214477, -0.8051125935656107, -0.60195785082703, -0.878999445135266, -2.121197357270641, -1.1354204994958994)"
2683,1.0,"(114.23185443878174, 67.96100137144316, 520697, 39077, 0.004285016610230409, 814.2309323680629, 0.5883076857469447, 1.487000263409551, 3.477717063035792, 7.127837880472642, -4.622809030815836)"
2684,0.0,"(111.56900978088379, 52.364479795682655, 526589, 52861, 0.002368159216137822, 818.8247300995156, 0.5369460606201083, 1.363986999968373, 2.69920536422835, 5.387505380951685, 3.498362463979887)"
2685,1.0,"(147.0853977203369, 70.23232294617908, 522611, 43437, 0.003480717405349293, 815.7260518786857, -0.7487055008769543, 0.19863883169359836, -0.7467167585661991, 1.7850763265480634, 0.5991636144330421)"
2686,0.0,"(142.8519401550293, 39.42478618736736, 530415, 45119, 0.0032742115052272645, 821.7939845975397, 0.3825142891085239, 2.0259202342507936, 1.571800559159319, 3.1646981831652394, -3.661727177825914)"
2687,1.0,"(92.10309219360352, 68.74603570594671, 493364, 40842, 0.0037167497301284834, 792.5721132797437, -0.7587688411013902, -0.7335336393723152, -1.212219477462744, -2.159561588657298, 0.6534733472002517)"
2688,1.0,"(130.6174373626709, 72.86848448407677, 533797, 26607, 0.009475326274856323, 824.4097581063652, -0.9743226813207082, -1.126828349808273, -1.8289480605759305, 3.5604303435608875, -0.7372767889698317)"
2689,1.0,"(112.31937503814697, 65.82076529463403, 521666, 35084, 0.005325791883955186, 814.9882087145883, -1.0803310575788267, -1.774063161091591, -1.2531146053246518, 2.426012154609283, 2.026467196547119)"
2690,1.0,"(147.06630039215088, 67.85336621936354, 522719, 35010, 0.005359125516239423, 815.8103343206799, -1.203932044009132, -2.1568988300444025, -3.560182577774172, -7.233942935797139, -4.592236225994371)"
2691,1.0,"(117.35969638824463, 63.084754946353826, 523007, 44635, 0.003298878248550302, 816.0350449418844, -0.919474240630457, -1.508455060827773, -1.7840494732541223, -3.910613058971199, -2.4838511685558466)"
2692,1.0,"(112.29384708404541, 73.02340574200865, 525951, 33771, 0.0057951850407865265, 818.3285475852615, -0.7699643849467085, -0.4882029898779021, -1.1312108251820219, 1.4949414279201945, 1.375287343338748)"
2693,0.0,"(128.49907302856445, 65.46304314696661, 525486, 46520, 0.0030513470240044797, 817.9667202305371, -0.5778387407818484, -0.7895363259150934, -1.4229209899166757, -2.7896580607310417, -1.7803532135703724)"
2694,0.0,"(99.24928092956543, 63.09485473313956, 509342, 49536, 0.00260841977466381, 805.3039030046342, -0.6437815600802456, -1.1979400853559963, -0.6614207436243073, -1.5050141003301394, -1.0092258768338207)"
2695,1.0,"(121.95463180541992, 66.18190278290895, 525683, 40338, 0.004059804058543925, 818.1200300658911, -0.5735198482834641, -0.44719940231051913, -0.773161366191988, -1.398583670143283, -0.8074454045894206)"
2696,1.0,"(125.77563858032227, 71.77233562149695, 525953, 30734, 0.006997108797706276, 818.3301034864189, -0.9272270714173511, -1.3158368393600073, -2.3608151755858393, -4.839638688693277, -3.0184000155525528)"
2697,1.0,"(116.29804801940918, 75.62404190745812, 515629, 26781, 0.009034281527683737, 810.2587446070837, -0.980635793606983, -1.2748369267852424, -1.6811334371082263, 1.1746922941910265, 2.2591327213686645)"
2698,0.0,"(113.18966388702393, 54.44297979491361, 530246, 62519, 0.001704759893149937, 821.6630548087464, -0.5998310947446978, -0.18981343455268807, -0.10479942360505455, 0.2060278401249975, 0.19781134579740975)"
